filename,timestamp,system_version,total_time,layout_time,deterministic_time,llm_time,validation_time,input_tokens,output_tokens,total_tokens,input_cost,output_cost,total_cost,total_line_items,deterministic_items,llm_items,deterministic_percentage,success,error_message,validation_pass,confidence_score,page_count,chunk_count,layout_source
IR-0001394_Order_for_Vinny_June_27_2025_Invoice_1483.pdf,2025-11-23T19:37:09.264597,phase3,26.116644484000062,1.857999995991122e-05,0.01632859500023187,26.100297130999024,1.7800084606278688e-07,22700,3240,25940,0.003405,0.0019439999999999998,0.005349,50,11,39,22.0,True,,False,0.6,4,3,pdfplumber
