filename,timestamp,system_version,total_time,layout_time,deterministic_time,llm_time,validation_time,input_tokens,output_tokens,total_tokens,input_cost,output_cost,total_cost,total_line_items,deterministic_items,llm_items,deterministic_percentage,success,error_message,validation_pass,confidence_score,page_count,chunk_count,layout_source
IR-0001394_Order_for_Vinny_June_27_2025_Invoice_1483.pdf,2025-11-23T19:30:32.966444,phase1,232.32505882199806,179.25642388999952,0.01719336199857935,53.05144104899955,5.210004019318148e-07,21323,5669,26992,0.0031984500000000003,0.0034014,0.006599850000000001,77,0,77,0.0,True,,False,0.53,4,3,pdfplumber
